Caption	Image ID
<span RHS><i>Osteospermum</i> 'Stardust'</span>	P10496
<span RHS><i>Osteospermum</i> 'Pink Whirls' AGM</span>	P10497
<span RHS><i>Osteospermum</i> 'Catriona'</span>	P10498
<span RHS><i>Oenothera fruticosa</i></span>	P10499
<span RHS><i>Osteospermum</i> 'Irish'</span>	P10500
<span RHS><i>Osteospermum</i> 'Buttermilk' AGM</span>	P10501
<span RHS><i>Origanum onites</i></span>	P10502
<span RHS><i>Osteospermum</i> 'Silver Sparkler' (v) AGM</span>	P10503
<span RHS><i>Oenothera caespitosa</i></span>	P10504
<span RHS><i>Origanum rotundifolium</i> AGM</span>	P10505
<span RHS><i>Osteospermum</i> 'Cannington Katrina'</span>	P10506
<span RHS><i>Origanum vulgare</i> 'Golden Shine'</span>	P10507
<span RHS><i>Osteospermum</i> 'La Mortola'</span>	P10508
<span RHS><i>Osteospermum</i> 'Whirlygig' AGM</span>	P10509
<span RHS><i>Oenothera nuttallii</i></span>	P10510
<span RHS><i>Phlox paniculata</i> 'Cherry Pink'</span>	P10511
<span RHS><i>Primula juliae</i> (Pr)</span>	P10512
<span RHS><i>Pulmonaria</i> 'Patrick Bates'</span>	P10513
<span RHS><i>Penstemon crandallii</i> subsp. <i>taosensis</i></span>	P10514
<span RHS><i>Pulmonaria longifolia</i> 'Bertram Anderson'</span>	P10515
<span RHS><i>Pulsatilla rubra</i></span>	P10516
<span RHS><i>Pulmonaria saccharata</i> 'White Leaf'</span>	P10517
<span RHS><i>Paeonia turcica</i></span>	P10518
<span RHS><i>Polemonium caeruleum</i> [Brise d'Anjou] = 'Blanjou' <sup>(PBR)</sup> (v)</span>	P10519
<span RHS><i>Penstemon</i> 'Hewell Pink Bedder' AGM</span>	P10520
<span RHS><i>Pulsatilla halleri</i> subsp. <i>slavica</i> AGM</span>	P10521
<span RHS><i>Penstemon</i> 'Primrose Thomas'</span>	P10522
<span RHS><i>Primula</i> 'Wanda' (Pr/Prim) AGM</span>	P10523
<span RHS><i>Penstemon</i> 'Peace'</span>	P10524
<span RHS><i>Papaver</i> (Oriental Group) 'Fire Ball' (d)</span>	P10525
<span RHS><i>Primula edgeworthii</i></span>	P10526
<span RHS><i>Primula</i> Jack-in-the-Green Group (Pr/Poly)</span>	P10527
<span RHS><i>Primula sieboldii</i> 'Asahi' (Co)</span>	P10528
<span RHS><i>Paeonia</i> &times; <i>suffruticosa</i> 'Reine Elisabeth' (S)</span>	P10529
<span RHS><i>Papaver pilosum</i> subsp. <i>spicatum</i></span>	P10530
<span RHS><i>Paeonia</i> 'Early Scout'</span>	P10531
<span RHS><i>Penstemon</i> 'Pennington Gem'</span>	P10532
<span RHS><i>Penstemon isophyllus</i> AGM</span>	P10533
<span RHS><i>Paeonia lactiflora</i> 'Claire Dubois'</span>	P10534
<span RHS><i>Phlox paniculata</i> 'Jules Sandeau'</span>	P10535
<span RHS><i>Persicaria amplexicaulis</i> 'Atrosanguinea'</span>	P10536
<span RHS><i>Paeonia lactiflora</i> 'Whitleyi Major' AGM</span>	P10537
<span RHS><i>Pulmonaria saccharata</i> 'Reginald Kaye'</span>	P10538
<span RHS><i>Penstemon</i> 'Thorn'</span>	P10539
<span RHS><i>Paeonia lactiflora</i> 'Silver Flare'</span>	P10540
<span RHS><i>Penstemon</i> 'Rajah'</span>	P10541
<span RHS><i>Penstemon</i> 'Mother of Pearl'</span>	P10542
<span RHS><i>Primula</i> &times; <i>pubescens</i> (Au) AGM</span>	P10543
<span RHS><i>Pulmonaria rubra</i> 'David Ward' (v)</span>	P10544
<span RHS><i>Pulmonaria</i> 'British Sterling'</span>	P10545
<span RHS><i>Potentilla</i> 'Yellow Queen'</span>	P10546
<span RHS><i>Persicaria amplexicaulis</i> var. <i>pendula</i></span>	P10547
<span RHS><i>Phlox paniculata</i> 'Border Gem'</span>	P10548
<span RHS><i>Persicaria amplexicaulis</i> 'Inverleith'</span>	P10549
<span RHS><i>Paeonia lactiflora</i> 'Pink Delight'</span>	P10550
<span RHS><i>Phlox paniculata</i> 'Vintage Wine'</span>	P10551
<span RHS><i>Penstemon barbatus</i> 'Peter Catt'</span>	P10552
<span RHS><i>Penstemon</i> 'Countess of Dalkeith'</span>	P10553
<span RHS><i>Persicaria campanulata</i> Alba Group</span>	P10554
<span RHS><i>Pulmonaria longifolia</i> 'Ankum'</span>	P10555
<span RHS><i>Persicaria mollis</i></span>	P10556
<span RHS><i>Primula</i> 'Bonfire' (Pf)</span>	P10557
<span RHS><i>Papaver somniferum</i> 'Pink Chiffon' (d)</span>	P10558
<span RHS><i>Penstemon campanulatus</i></span>	P10559
<span RHS><i>Phlox paniculata</i> 'Danielle' AGM</span>	P10560
<span RHS><i>Phlox subulata</i> 'Amazing Grace'</span>	P10561
<span RHS><i>Papaver apokrinomenon</i></span>	P10562
<span RHS><i>Phlox paniculata</i> 'Dodo Hanbury-Forbes'</span>	P10563
<span RHS><i>Penstemon</i> 'Rich Ruby' AGM</span>	P10564
<span RHS><i>Persicaria amplexicaulis</i> 'Firedance'</span>	P10565
<span RHS><i>Papaver cambricum</i></span>	P10566
<span RHS><i>Primula minima</i> (Au)</span>	P10567
<span RHS><i>Phlox subulata</i> 'McDaniel's Cushion' AGM</span>	P10568
<span RHS><i>Phlox paniculata</i> 'Inspiration'</span>	P10569
<span RHS><i>Pulmonaria</i> [Opal] = 'Ocupol' AGM</span>	P10570
<span RHS><i>Phlox paniculata</i> 'Rijnstroom'</span>	P10571
<span RHS><i>Primula whitei</i> (Pe)</span>	P10572
<span RHS><i>Primula denticulata</i> 'Rubinball' (De)</span>	P10573
<span RHS><i>Phlox paniculata</i> 'Inspiration'</span>	P10574
<span RHS><i>Primula moupinensis</i> (Pe)</span>	P10575
<span RHS><i>Penstemon</i> 'Windsor Red'</span>	P10576
<span RHS><i>Penstemon</i> 'Le Phare'</span>	P10577
<span RHS><i>Phlox stolonifera</i> 'Bob's Motley' (v)</span>	P10578
<span RHS><i>Phlox paniculata</i> 'Red Indian'</span>	P10579
<span RHS><i>Penstemon</i> 'Myddelton Gem'</span>	P10580
<span RHS><i>Paeonia</i> &times; <i>suffruticosa</i> 'Duchess of Kent' (S)</span>	P10581
<span RHS><i>Paeonia daurica</i></span>	P10582
<span RHS><i>Paeonia</i> 'Polindra'</span>	P10583
<span RHS><i>Penstemon</i> 'Little Witley'</span>	P10584
<span RHS><i>Pulmonaria</i> 'Little Star' AGM</span>	P10585
<span RHS><i>Primula</i> 'Lilian Harvey' (Pr/Prim/d)</span>	P10586
<span RHS><i>Penstemon</i> 'Drinkstone Red'</span>	P10587
<span RHS><i>Penstemon</i> 'June'</span> && <span RHS><i>Penstemon</i> 'Rich Ruby' AGM</span>	P10588
<span RHS><i>Phlox paniculata</i> 'Starfire' AGM</span>	P10589
<span RHS><i>Penstemon</i> 'Lilac and Burgundy'</span>	P10590
<span RHS><i>Penstemon</i> 'Purple Bedder'</span>	P10591
<span RHS><i>Papaver</i> (Oriental Group) 'Perry's White'</span>	P10592
<span RHS><i>Persicaria affinis</i> 'Donald Lowndes' AGM</span>	P10593
<span RHS><i>Potentilla aurea</i> subsp. <i>chrysocraspeda</i></span>	P10594
<span RHS><i>Primula sieboldii</i> 'Pago-Pago' (Co)</span>	P10595
<span RHS><i>Penstemon</i> 'Ellenbank Amethyst'</span>	P10596
<span RHS><i>Primula wilsonii</i> var. <i>anisodora</i> (Pf)</span>	P10597
<span RHS><i>Papaver</i> (Oriental Group) 'Avebury Crimson'</span>	P10598
<span RHS><i>Paeonia delavayi</i> (S)</span>	P10599
<span RHS><i>Penstemon</i> 'Russian River'</span>	P10600
<span RHS><i>Pulmonaria longifolia</i> 'Ankum'</span>	P10601
<span RHS><i>Pulmonaria</i> 'Glacier'</span>	P10602
<span RHS><i>Pulmonaria saccharata</i> 'White Barn'</span>	P10603
<span RHS><i>Paeonia</i> &times; <i>suffruticosa</i> 'Joseph Rock'</span>	P10604
<span RHS><i>Polemonium foliosissimum</i> var. <i>foliosissimum</i></span>	P10605
<span RHS><i>Paeonia</i> &times; <i>suffruticosa</i> 'Duchess of Marlborough' (S)</span>	P10606
<span RHS><i>Pulmonaria saccharata</i> 'Old Rectory Silver'</span>	P10607
<span RHS><i>Papaver</i> (Oriental Group) 'Goliath'</span>	P10608
<span RHS><i>Phlox paniculata</i> 'Graf Zeppelin'</span>	P10609
<span RHS><i>Pulsatilla vulgaris</i> 'Röde Klokke'</span>	P10610
<span RHS><i>Pulmonaria</i> 'Moonstone'</span>	P10611
<span RHS><i>Penstemon</i> 'Cherry'</span>	P10612
<span RHS><i>Primula auricula</i> 'Serenity' (Au/S)</span>	P10613
<span RHS><i>Papaver</i> (Oriental Group) 'Raspberry Queen'</span>	P10614
<span RHS><i>Papaver rhoeas</i> Mother of Pearl Group</span>	P10615
<span RHS><i>Papaver</i> (Oriental Group) 'Marcus Perry'</span>	P10616
<span RHS><i>Pulmonaria</i> 'Roy Davidson'</span>	P10617
<span RHS><i>Paeonia</i> &times; <i>suffruticosa</i> 'Superb' (S)</span>	P10618
<span RHS><i>Pulmonaria saccharata</i> Argentea Group AGM</span>	P10619
<span RHS><i>Penstemon</i> 'Razzle Dazzle'</span>	P10620
<span RHS><i>Papaver</i> (Oriental Group) 'John III' AGM</span>	P10621
<span RHS><i>Primula auricula</i> 'Winifrid' (Au/A)</span>	P10622
<span RHS><i>Papaver</i> (Oriental Group) 'Juliane'</span>	P10623
<span RHS><i>Phlox paniculata</i> 'Cool of the Evening'</span>	P10624
<span RHS><i>Polemonium pauciflorum</i> subsp. <i>hinckleyi</i></span>	P10625
<span RHS><i>Papaver cambricum</i> var. <i>aurantiacum</i></span>	P10626
<span RHS><i>Penstemon</i> 'Flamingo'</span>	P10627
<span RHS><i>Phlox stolonifera</i> 'Pink Ridge'</span>	P10628
<span RHS><i>Pulmonaria</i> 'Silver Mist'</span>	P10629
<span RHS><i>Pulmonaria mollis</i></span>	P10630
<span RHS><i>Pulmonaria saccharata</i> 'Lady Lou's Pink'</span>	P10631
<span RHS><i>Phlox amplifolia</i></span>	P10632
<span RHS><i>Pulmonaria</i> 'Lovell Blue'</span>	P10633
<span RHS><i>Pulmonaria officinalis</i> Cambridge Blue Group</span>	P10634
<span RHS><i>Penstemon</i> 'Castle Forbes'</span>	P10635
<span RHS><i>Papaver</i> (Oriental Group) 'Mrs H.G. Stobart'</span>	P10636
<span RHS><i>Pulmonaria</i> 'Pewter'</span>	P10637
<span RHS><i>Penstemon</i> 'Ridgeway Red'</span>	P10638
<span RHS><i>Penstemon</i> 'King George V'</span>	P10639
<span RHS><i>Penstemon alpinus</i></span>	P10640
<span RHS><i>Phlox paniculata</i> 'Balmoral'</span>	P10641
<span RHS><i>Phlox paniculata</i> 'Brigadier'</span>	P10642
<span RHS><i>Primula</i> Cowichan strain (Pr/Poly)</span>	P10643
<span RHS><i>Potentilla fruticosa</i> [Princess] = 'Blink'</span>	P10644
<span RHS><i>Pulmonaria saccharata</i> 'Picta'</span>	P10645
<span RHS><i>Primula vulgaris</i> 'Alba Plena' (Pr/Prim/d)</span>	P10646
<span RHS><i>Polemonium carneum</i></span>	P10647
<span RHS><i>Penstemon</i> 'Rubicundus' AGM</span>	P10648
<span RHS><i>Papaver</i> (Oriental Group) 'Lilac Girl'</span>	P10649
<span RHS><i>Paeonia delavayi</i> (S)</span>	P10650
<span RHS><i>Pulmonaria</i> 'Roy Davidson'</span>	P10651
<span RHS><i>Papaver orientale</i> var. <i>bracteatum</i></span>	P10652
<span RHS><i>Pulmonaria officinalis</i> 'Bowles's Blue'</span>	P10653
<span RHS><i>Primula</i> 'Kinlough Beauty' (Pr/Poly)</span>	P10654
<span RHS><i>Penstemon</i> 'Pensham Charles Romer' (Pensham Series)</span>	P10655
<span RHS><i>Pulsatilla vulgaris</i> 'Barton's Pink'</span>	P10656
<span RHS><i>Pulmonaria affinis</i></span>	P10657
<span RHS><i>Phlox adsurgens</i> 'Red Buttes'</span>	P10658
<span RHS><i>Pulmonaria saccharata</i> 'Frühlingshimmel'</span>	P10659
<span RHS><i>Penstemon</i> 'Evelyn' AGM</span>	P10660
<span RHS><i>Phlox subulata</i> 'G.F. Wilson'</span>	P10661
<span RHS><i>Primula</i> 'Sue Jervis' (Pr/Prim/d)</span>	P10662
<span RHS><i>Penstemon</i> 'Chester Scarlet'</span>	P10663
<span RHS><i>Paeonia</i> 'Defender'</span>	P10664
<span RHS><i>Pulmonaria saccharata</i></span>	P10665
<span RHS><i>Pulmonaria</i> 'Merlin'</span>	P10666
<span RHS><i>Primula</i> 'Mrs McGillivray' (Pr/Prim)</span>	P10667
<span RHS><i>Primula auricula</i> 'Prince John' (Au/A)</span>	P10668
<span RHS><i>Primula marginata</i> 'Beatrice Lascaris' (Au)</span>	P10669
<span RHS><i>Phlox paniculata</i> 'Eventide'</span>	P10670
<span RHS><i>Pulmonaria angustifolia</i></span>	P10671
<span RHS><i>Pulmonaria</i> 'Mawson's Blue'</span>	P10672
<span RHS><i>Primula wilsonii</i> (Pf)</span>	P10673
<span RHS><i>Primula griffithii</i> (Pe)</span>	P10674
<span RHS><i>Papaver</i> (Oriental Group) 'May Queen' (d)</span>	P10675
<span RHS><i>Pulmonaria</i> 'Victorian Brooch' <sup>(PBR)</sup></span>	P10676
<span RHS><i>Penstemon</i> 'Rich Ruby' AGM</span>	P10677
<span RHS><i>Pulsatilla alpina</i> subsp. <i>apiifolia</i></span>	P10678
<span RHS><i>Paeonia</i> &times; <i>suffruticosa</i> 'Glory of Huish' (S)</span>	P10679
<span RHS><i>Pulmonaria</i> 'Chintz'</span>	P10680
<span RHS><i>Pulmonaria</i> Cally hybrid</span>	P10681
<span RHS><i>Penstemon</i> 'Lynette'</span>	P10682
<span RHS><i>Primula</i> Inshriach hybrids (Pf)</span>	P10683
<span RHS><i>Phlox subulata</i> 'Betty'</span>	P10684
<span RHS><i>Papaver alboroseum</i></span>	P10685
<span RHS><i>Primula</i> &times; <i>pubescens</i> 'Boothman's Variety' (Au)</span>	P10686
<span RHS><i>Penstemon</i> 'Pensham Edith Biggs' (Pensham Series)</span>	P10687
<span RHS><i>Paeonia lactiflora</i> 'Adolphe Rousseau'</span>	P10688
<span RHS><i>Penstemon angustifolius</i></span>	P10689
<span RHS><i>Pulmonaria saccharata</i> 'Mrs Moon'</span>	P10690
<span RHS><i>Phlox caespitosa</i></span>	P10691
<span RHS><i>Primula</i> 'Miss Indigo' (Pr/Prim/d)</span>	P10692
<span RHS><i>Rhododendron</i> Lady Rosebery Group</span>	P10693
<span RHS><i>Rosa spinosissima</i> double, pink-flowered</span>	P10694
<span RHS><i>Rubus lineatus</i></span>	P10695
<span RHS><i>Rosa</i> [Old Master] = 'Macesp' (F)</span>	P10696
<span RHS><i>Rhododendron</i> 'Fastuosum Flore Pleno' (d) AGM</span>	P10697
<span RHS><i>Rhododendron cinnabarinum</i> subsp. <i>xanthocodon</i> Concatenans Group</span>	P10698
<span RHS><i>Rhododendron</i> 'Weston's Pink Diamond' (d)</span>	P10699
<span RHS><i>Rosa</i> 'F.J. Grootendorst' (Ru)</span>	P10700
<span RHS><i>Rhododendron heliolepis</i></span>	P10701
<span RHS><i>Rosa xanthina</i> f. <i>hugonis</i></span>	P10702
<span RHS><i>Rosa</i> 'Paul's Himalayan Musk' (Ra) AGM</span>	P10703
<span RHS><i>Rosa filipes</i> 'Kiftsgate' (Ra) AGM</span>	P10704
<span RHS><i>Rhododendron</i> 'Mrs Anthony Waterer' (hybrid)</span>	P10705
<span RHS><i>Rhodanthemum hosmariense</i> AGM</span>	P10706
<span RHS><i>Rosa</i> 'Belvedere' (Ra) AGM</span>	P10707
<span RHS><i>Rosa</i> 'Fru Dagmar Hastrup' (Ru) AGM</span>	P10708
<span RHS><i>Rubus cockburnianus</i> (F)</span>	P10709
<span RHS><i>Rosa</i> 'Allgold' (F)</span>	P10710
<span RHS><i>Rosa</i> 'Amy Robsart' (RH)</span>	P10711
<span RHS><i>Rosa</i> 'Seagull' (Ra) AGM</span>	P10712
<span RHS><i>Rosa spinosissima</i></span>	P10713
<span RHS><i>Rhododendron</i> Alison Johnstone Group</span>	P10714
<span RHS><i>Rosa</i> [Rosy Cushion] = 'Interall' (S/GC)</span>	P10715
<span RHS><i>Rubus phoenicolasius</i></span>	P10716
<span RHS><i>Rhododendron yunnanense</i></span>	P10717
<span RHS><i>Rosa</i> 'Silver Jubilee' (HT)</span>	P10718
<span RHS><i>Rubus biflorus</i> AGM</span>	P10719
<span RHS><i>Rosa</i> 'Soupert et Notting' (DPoMo)</span>	P10720
<span RHS><i>Rhododendron strigillosum</i></span>	P10721
<span RHS><i>Rosa</i> 'De la Grifferaie'</span>	P10722
<span RHS><i>Rosa</i> [Clair Matin] = 'Meimont' (ClS)</span>	P10723
<span RHS><i>Rosa</i> [Amber Queen] = 'Harroony' (F) AGM</span>	P10724
<span RHS><i>Rosa</i> [Heritage] = 'Ausblush' (S)</span>	P10725
<span RHS><i>Rosa</i> [Lilli Marlene] = 'Korlima' (F)</span>	P10726
<span RHS><i>Rhododendron</i> 'Mrs E.C. Stirling'</span>	P10727
<span RHS><i>Rosa</i> 'Silver Jubilee' (HT)</span>	P10728
<span RHS><i>Rosa</i> 'Tony Jacklin' (F)</span>	P10729
<span RHS><i>Rubus</i> 'Benenden' AGM</span>	P10730
<span RHS><i>Rosa</i> [Polar Star] = 'Tanlarpost' (HT)</span>	P10731
<span RHS><i>Rosa</i> 'William Lobb' (CeMo) AGM</span>	P10732
<span RHS><i>Rosa</i> [Starina] = 'Megabi' (Min)</span>	P10733
<span RHS><i>Rosa</i> 'Glenfiddich' (F)</span>	P10734
<span RHS><i>Rosa</i> 'Gruss an Aachen' (Poly) AGM</span>	P10735
<span RHS><i>Rosa</i> [Mary Rose] = 'Ausmary' (S)</span>	P10736
<span RHS><i>Rhododendron</i> (Loderi Group) 'Loderi King George' AGM</span>	P10737
<span RHS><i>Rosa</i> 'Golden Showers' (Cl)</span>	P10738
<span RHS><i>Rosa</i> 'Constance Spry' (ClS) AGM</span>	P10739
<span RHS><i>Rosa</i> 'Fred Gibson' (HT)</span>	P10740
<span RHS><i>Rosa</i> 'John Waterer' (HT)</span>	P10741
<span RHS><i>Rosa</i> 'Compassion' (ClHT) AGM</span>	P10742
<span RHS><i>Rhododendron maddenii</i></span>	P10743
<span RHS><i>Rosa</i> &times; <i>odorata</i> 'Mutabilis' (Ch) AGM</span>	P10744
<span RHS><i>Rosa</i> [Mountbatten] = 'Harmantelle' (F) AGM</span>	P10745
<span RHS><i>Rosa</i> [Simba] = 'Korbelma' (HT)</span>	P10746
<span RHS><i>Rhododendron</i> (Fabia Group) 'Fabia Tangerine'</span>	P10747
<span RHS><i>Rosa</i> 'Paul's Lemon Pillar' (ClHT)</span>	P10748
<span RHS><i>Rhododendron</i> 'Crest'</span>	P10749
<span RHS><i>Rosa gallica</i> (G)</span>	P10750
<span RHS><i>Rhododendron</i> Elizabeth Group</span>	P10751
<span RHS><i>Rhododendron barbatum</i></span>	P10752
<span RHS><i>Rosa</i> 'Lovers' Meeting' (HT)</span>	P10753
<span RHS><i>Rosa</i> 'Playboy' (F)</span>	P10754
<span RHS><i>Rosa xanthina</i> f. <i>hugonis</i></span>	P10755
<span RHS><i>Rosa</i> 'Variegata di Bologna' (Bb)</span>	P10756
<span RHS><i>Rosa</i> [Paul Shirville] = 'Harqueterwife' <sup>(PBR)</sup> (HT)</span>	P10757
<span RHS><i>Rhododendron campanulatum</i> subsp. <i>aeruginosum</i></span>	P10758
<span RHS><i>Rosa</i> [Edith Holden] = 'Chewlegacy' (F)</span>	P10759
<span RHS><i>Rosa</i> 'Ghislaine de Féligonde' (HM) AGM</span>	P10760
<span RHS><i>Rosa</i> 'Pink Grootendorst' (Ru)</span>	P10761
<span RHS><i>Rosa</i> [Angela Rippon] = 'Ocaru' (Min)</span>	P10762
<span RHS><i>Rosa</i> 'White Wings' (HT)</span>	P10763
<span RHS><i>Rosa</i> 'Adolf Horstmann' (HT)</span>	P10764
<span RHS><i>Rhododendron</i> 'Furnivall's Daughter' AGM</span>	P10765
<span RHS><i>Rhododendron cinnabarinum</i> (Conroy Group) 'Conroy'</span>	P10766
<span RHS><i>Rosa</i> [Gentle Touch] = 'Diclulu' (Min/Patio)</span>	P10767
<span RHS><i>Rosa</i> 'Joseph's Coat' (CIS)</span>	P10768
<span RHS><i>Rosa</i> [Smarty] = 'Intersmart' (S/GC)</span>	P10769
<span RHS><i>Rosa</i> 'Camayeux' (G)</span>	P10770
<span RHS><i>Rhododendron oreotrephes</i> AGM</span>	P10771
<span RHS><i>Salvia officinalis</i> 'Giant'</span>	P10772
<span RHS><i>Salvia involucrata</i> 'Boutin' AGM</span>	P10773
<span RHS><i>Salvia potentillifolia</i></span>	P10774
<span RHS><i>Stipa turkestanica</i></span>	P10775
<span RHS><i>Salvia nemorosa</i> 'Ostfriesland' AGM</span>	P10776
<span RHS><i>Salvia involucrata</i> 'Hadspen'</span>	P10777
<span RHS><i>Salvia elegans</i></span>	P10778
<span RHS><i>Sedum spathulifolium</i> 'Purpureum' AGM</span>	P10779
<span RHS><i>Stipa ucrainica</i></span>	P10780
<span RHS><i>Sedum oreganum</i></span>	P10781
<span RHS><i>Salvia officinalis</i> 'Purpurascens Variegata' (v)</span>	P10782
<span RHS><i>Stachys byzantina</i> 'Primrose Heron'</span>	P10783
<span RHS><i>Salvia</i> 'Trelissick'</span>	P10785
<span RHS><i>Stipa papposa</i> AGM</span>	P10786
<span RHS><i>Salvia farinacea</i> 'Victoria'</span>	P10787
<span RHS><i>Salvia involucrata</i> 'Bethellii' AGM</span>	P10788
<span RHS><i>Sedum caeruleum</i></span>	P10789
<span RHS><i>Salvia splendens</i> 'Van-Houttei' AGM</span>	P10790
<span RHS><i>Sedum kamtschaticum</i> var. <i>kamtschaticum</i> 'Variegatum' (v) AGM</span>	P10791
<span RHS><i>Syringa emodi</i></span>	P10792
<span RHS><i>Salvia guaranitica</i></span>	P10793
<span RHS><i>Salvia multicaulis</i> AGM</span>	P10794
<span RHS><i>Sedum acre</i></span>	P10795
<span RHS><i>Salvia coccinea</i> 'Coral Nymph' (Nymph Series)</span>	P10796
<span RHS><i>Salvia involucrata</i> 'Bethellii' AGM</span>	P10797
<span RHS><i>Salvia</i> 'Indigo Spires'</span>	P10798
<span RHS><i>Sedum spathulifolium</i> 'Cape Blanco' AGM</span>	P10799
<span RHS><i>Stipa barbata</i></span>	P10800
<span RHS><i>Salvia microphylla</i> var. <i>microphylla</i> 'Newby Hall'</span>	P10801
<span RHS><i>Stipa lessingiana</i> AGM</span>	P10802
<span RHS><i>Salvia guaranitica</i> 'Blue Enigma' AGM</span>	P10803
<span RHS><i>Trillium camschatcense</i></span>	P10804
<span RHS><i>Trillium chloropetalum</i> var. <i>chloropetalum</i></span>	P10805
<span RHS><i>Trillium erectum</i> AGM</span>	P10806
<span RHS><i>Tulipa</i> 'Blue Heron' (7) AGM</span>	P10807
<span RHS><i>Tulipa armena</i> (15)</span>	P10808
<span RHS><i>Tulipa humilis</i> (15)</span>	P10809
<span RHS><i>Tulipa linifolia</i> (15) AGM</span>	P10810
<span RHS><i>Trillium erectum</i> f. <i>luteum</i></span>	P10811
<span RHS><i>Tulipa</i> 'Christmas Marvel' (1)</span>	P10812
<span RHS><i>Tulipa</i> 'Orange Favourite' (10)</span>	P10813
<span RHS><i>Tulipa</i> 'Pinocchio' (14)</span>	P10814
<span RHS><i>Tulipa</i> 'Apeldoorn's Elite' (4) AGM</span>	P10815
<span RHS><i>Trillium grandiflorum</i> 'Jenny Rhodes'</span>	P10816
<span RHS><i>Tulipa</i> 'Keizerskroon' (1)</span>	P10817
<span RHS><i>Tulipa</i> 'Trinket' (14) AGM</span>	P10818
<span RHS><i>Tulipa</i> 'Rockery Master' (14)</span>	P10819
<span RHS><i>Tropaeolum tricolor</i> AGM</span>	P10820
<span RHS><i>Tulipa</i> 'Fantasy' (10) AGM</span>	P10821
<span RHS><i>Trillium maculatum</i></span>	P10822
<span RHS><i>Tulipa</i> 'Red Riding Hood' (14) AGM</span>	P10823
<span RHS><i>Tulipa dasystemon</i> (15)</span>	P10824
<span RHS><i>Trillium decumbens</i></span>	P10825
<span RHS><i>Trillium albidum</i> AGM</span>	P10826
<span RHS><i>Trillium catesbyi</i></span>	P10827
<span RHS><i>Tulipa julia</i> (15)</span>	P10828
<span RHS><i>Thalictrum aquilegiifolium</i> 'White Cloud'</span>	P10829
<span RHS><i>Trillium vaseyi</i></span>	P10830
<span RHS><i>Tulipa</i> 'Beauty of Apeldoorn' (4)</span>	P10831
<span RHS><i>Tulipa</i> 'Gudoshnik' (4)</span>	P10832
<span RHS><i>Tropaeolum tuberosum</i> var. <i>piliferum</i> 'Sidney'</span>	P10833
<span RHS><i>Thalictrum kiusianum</i></span>	P10834
<span RHS><i>Trillium nivale</i></span>	P10835
<span RHS><i>Trillium discolor</i></span>	P10836
<span RHS><i>Tulipa kaufmanniana</i> (12)</span>	P10837
<span RHS><i>Tulipa orphanidea</i> (15)</span>	P10838
<span RHS><i>Trillium sessile</i></span>	P10839
<span RHS><i>Trillium apetalon</i></span>	P10840
<span RHS><i>Trillium pusillum</i> var. <i>virginianum</i></span>	P10841
<span RHS><i>Tulipa clusiana</i> var. <i>chrysantha</i> (15) AGM</span>	P10842
