Caption	Image ID
<span RHS><i>Dianthus</i> 'Dad's Favourite' (p)</span>	P10118
<span RHS><i>Dianthus</i> 'Laced Hero' (p)</span>	P10119
<span RHS><i>Dianthus</i> 'Unique' (p)</span>	P10120
<span RHS><i>Delphinium</i> 'Tiger Eye'</span>	P10121
<span RHS><i>Dianthus</i> 'Saint Nicholas' (p)</span>	P10122
<span RHS><i>Diascia</i> 'Hopleys'</span>	P10123
<span RHS><i>Diascia vigilis</i> AGM</span>	P10124
<span RHS><i>Dahlia</i> 'Grenadier' (D) AGM</span>	P10125
<span RHS><i>Dahlia</i> 'Preston Park' (Sin/DwB) AGM</span>	P10126
<span RHS><i>Dahlia</i> 'Murdoch' ambig. (D)</span>	P10127
<span RHS><i>Delphinium</i> 'Patricia Johnson'</span>	P10128
<span RHS><i>Dahlia</i> 'Park Princess' (C/DwB)</span>	P10129
<span RHS><i>Dicentra macrantha</i></span>	P10130
<span RHS><i>Dianthus</i> 'Bridesmaid' (p)</span>	P10131
<span RHS><i>Dicentra</i> 'Candy Hearts' <sup>(PBR)</sup></span>	P10132
<span RHS><i>Dianthus</i> 'Fanal' (p)</span>	P10133
<span RHS><i>Dianthus superbus</i> 'Crimsonia' (p)</span>	P10134
<span RHS><i>Diascia</i> 'Twinkle' AGM</span>	P10135
<span RHS><i>Dianthus</i> 'Highland Fraser' (p)</span>	P10136
<span RHS><i>Digitalis</i> 'Spice Island'</span>	P10137
<span RHS><i>Dahlia</i> 'Brookfield Delight' (Sin/Lil) AGM</span>	P10138
<span RHS><i>Dianthus</i> 'Allspice' (p)</span>	P10139
<span RHS><i>Dianthus</i> 'Toledo' (p)</span>	P10140
<span RHS><i>Dianthus</i> 'Starry Eyes' (p) AGM</span>	P10141
<span RHS><i>Dianthus</i> 'Picton's Propeller' (p)</span>	P10142
<span RHS><i>Dianthus</i> 'Sweetheart Abbey' (p)</span>	P10143
<span RHS><i>Dianthus</i> 'Enid Anderson' (p)</span>	P10144
<span RHS><i>Dahlia</i> 'Jaldec Jolly' (C)</span>	P10145
<span RHS><i>Diascia barberae</i> 'Fisher's Flora' AGM</span>	P10146
<span RHS><i>Dianthus</i> 'Betty Morton' (p) AGM</span>	P10147
<span RHS><i>Delphinium</i> 'Molly Buchanan'</span>	P10148
<span RHS><i>Erysimum</i> 'Mrs L.K. Elmhirst'</span>	P10149
<span RHS><i>Epimedium grandiflorum</i> 'Crimson Beauty'</span>	P10150
<span RHS><i>Erysimum mutabile</i> 'Variegatum' (v)</span>	P10151
<span RHS><i>Euphorbia cyparissias</i></span>	P10152
<span RHS><i>Euphorbia characias</i> subsp. <i>wulfenii</i> 'Lambrook Gold'</span>	P10153
<span RHS><i>Euphorbia wallichii</i> ambig.</span>	P10154
<span RHS><i>Eryngium bourgatii</i> 'Oxford Blue' AGM</span>	P10155
<span RHS><i>Euphorbia epithymoides</i> 'Midas'</span>	P10156
<span RHS><i>Epimedium</i> &times; <i>youngianum</i> 'Niveum'</span>	P10157
<span RHS><i>Erigeron alpinus</i></span>	P10158
<span RHS><i>Euphorbia characias</i> subsp. <i>wulfenii</i> var. <i>sibthorpii</i></span>	P10159
<span RHS><i>Erysimum</i> 'Miss Hopton'</span>	P10160
<span RHS><i>Erysimum</i> 'Bowles's Mauve' AGM</span>	P10161
<span RHS><i>Euphorbia nicaeensis</i> subsp. <i>nicaeensis</i></span>	P10162
<span RHS><i>Euphorbia characias</i> subsp. <i>characias</i> 'Burrow Silver' (v)</span>	P10163
<span RHS><i>Erigeron flettii</i></span>	P10164
<span RHS><i>Euphorbia</i> &times; <i>martini</i> 'Red Dwarf'</span>	P10165
<span RHS><i>Eryngium creticum</i></span>	P10166
<span RHS><i>Eryngium proteiflorum</i></span>	P10167
<span RHS><i>Erigeron oreganus</i></span>	P10168
<span RHS><i>Erigeron philadelphicus</i></span>	P10169
<span RHS><i>Erigeron</i> 'Dimity'</span>	P10170
<span RHS><i>Euphorbia characias</i> subsp. <i>wulfenii</i> 'Purple and Gold'</span>	P10171
<span RHS><i>Eryngium</i> &times; <i>zabelii</i> 'Jewel'</span>	P10172
<span RHS><i>Euphorbia characias</i> subsp. <i>characias</i> 'Perry's Winter Blusher'</span>	P10173
<span RHS><i>Euphorbia characias</i> subsp. <i>characias</i></span>	P10174
<span RHS><i>Erysimum</i> 'Wenlock Beauty'</span>	P10175
<span RHS><i>Eryngium</i> &times; <i>tripartitum</i> AGM</span>	P10176
<span RHS><i>Erysimum</i> 'Mayflower'</span>	P10177
<span RHS><i>Erysimum</i> 'Chelsea Jacket'</span>	P10178
<span RHS><i>Euphorbia characias</i> subsp. <i>characias</i> 'Burrow Silver' (v)</span>	P10179
<span RHS><i>Euphorbia spinosa</i></span>	P10180
<span RHS><i>Euphorbia paralias</i></span>	P10181
<span RHS><i>Erysimum torulosum</i></span>	P10182
<span RHS><i>Erigeron</i> 'Gaiety'</span>	P10183
<span RHS><i>Euphorbia nicaeensis</i> subsp. <i>nicaeensis</i></span>	P10184
<span RHS><i>Epimedium</i> &times; <i>youngianum</i> 'Roseum'</span>	P10185
<span RHS><i>Epimedium grandiflorum</i></span>	P10186
<span RHS><i>Erysimum linifolium</i></span>	P10187
<span RHS><i>Erysimum linifolium</i> 'Variegatum' (v)</span>	P10188
<span RHS><i>Erysimum</i> 'Sweet Sorbet'</span>	P10189
<span RHS><i>Erigeron</i> 'Mrs F.H. Beale'</span>	P10190
<span RHS><i>Eryngium alpinum</i> 'Amethyst'</span>	P10191
<span RHS><i>Euphorbia griffithii</i> 'Robert Poland'</span>	P10192
<span RHS><i>Epimedium</i> &times; <i>versicolor</i></span>	P10193
<span RHS><i>Erysimum</i> 'Moonlight'</span>	P10194
<span RHS><i>Euphorbia dendroides</i></span>	P10195
<span RHS><i>Erigeron</i> 'Four Winds'</span>	P10196
<span RHS><i>Epimedium grandiflorum</i> 'Nanum'</span>	P10197
<span RHS><i>Fuchsia</i> 'Isle of Mull'</span>	P10198
<span RHS><i>Fritillaria imperialis</i> 'Prolifera'</span>	P10199
<span RHS><i>Fuchsia</i> 'Phénoménal' (d)</span>	P10200
<span RHS><i>Fuchsia</i> 'Cloth of Gold'</span>	P10201
<span RHS><i>Fuchsia denticulata</i> AGM</span>	P10202
<span RHS><i>Fritillaria imperialis</i> 'Rubra Maxima'</span>	P10203
<span RHS><i>Fuchsia magellanica</i> 'Pumila'</span>	P10204
<span RHS><i>Fritillaria persica</i> 'Adiyaman' AGM</span>	P10205
<span RHS><i>Fritillaria crassifolia</i></span>	P10206
<span RHS><i>Fuchsia</i> 'Lye's Unique' AGM</span>	P10207
<span RHS><i>Fritillaria pudica</i></span>	P10208
<span RHS><i>Fuchsia magellanica</i> var. <i>gracilis</i> 'Variegata' (v) AGM</span>	P10209
<span RHS><i>Fuchsia</i> 'Tom West' Meillez (v) AGM</span>	P10210
<span RHS><i>Fritillaria verticillata</i></span>	P10211
<span RHS><i>Fritillaria assyriaca</i></span>	P10212
<span RHS><i>Fritillaria pinardii</i></span>	P10213
<span RHS><i>Fuchsia</i> 'Chillerton Beauty' AGM</span>	P10214
<span RHS><i>Fritillaria imperialis</i> 'The Premier'</span>	P10215
<span RHS><i>Fuchsia</i> 'Robbie'</span>	P10216
<span RHS><i>Fritillaria imperialis</i> 'Maxima Lutea' AGM</span>	P10217
<span RHS><i>Fuchsia magellanica</i> 'Thompsonii' AGM</span>	P10218
<span RHS><i>Fuchsia</i> 'Tom Thumb' AGM</span>	P10219
<span RHS><i>Fritillaria biflora</i> 'Martha Roderick'</span>	P10220
<span RHS><i>Fritillaria minuta</i></span>	P10221
<span RHS><i>Fritillaria aurea</i></span>	P10222
<span RHS><i>Fuchsia magellanica</i> var. <i>gracilis</i> AGM</span>	P10223
<span RHS><i>Fuchsia</i> 'Finn'</span>	P10224
<span RHS><i>Fuchsia</i> 'Cambridge Louie'</span>	P10225
<span RHS><i>Fuchsia paniculata</i> (T) AGM</span>	P10226
<span RHS><i>Fritillaria acmopetala</i> subsp. <i>wendelboi</i></span>	P10227
<span RHS><i>Fuchsia</i> 'Madame Cornélissen' (d) AGM</span>	P10228
<span RHS><i>Fritillaria thunbergii</i></span>	P10229
<span RHS><i>Fritillaria recurva</i></span>	P10230
<span RHS><i>Fuchsia</i> 'Thalia' (T) AGM</span>	P10231
<span RHS><i>Fritillaria imperialis</i> 'Maxima Lutea' AGM</span>	P10232
<span RHS><i>Fuchsia</i> 'Pee Wee Rose'</span>	P10233
<span RHS><i>Fuchsia</i> 'Border Queen' AGM</span>	P10234
<span RHS><i>Geranium</i> Rambling Robin Group</span>	P10235
<span RHS><i>Geranium</i> 'Rosie Crûg'</span>	P10236
<span RHS><i>Geranium</i> &times; <i>oxonianum</i> f. <i>thurstonianum</i> 'Southcombe Star'</span>	P10237
<span RHS><i>Geranium</i> &times; <i>oxonianum</i> 'Lace Time'</span>	P10238
<span RHS><i>Geranium viscosissimum</i></span>	P10239
<span RHS><i>Gentiana straminea</i></span>	P10240
<span RHS><i>Geranium rivulare</i></span>	P10241
<span RHS><i>Geranium harveyi</i></span>	P10242
<span RHS><i>Geranium</i> &times; <i>magnificum</i> 'Rosemoor'</span>	P10243
<span RHS><i>Geranium</i> &times; <i>oxonianum</i> 'Prestbury Blush'</span>	P10244
<span RHS><i>Geranium rubescens</i></span>	P10245
<span RHS><i>Geranium</i> Rambling Robin Group</span>	P10246
<span RHS><i>Gentiana triflora</i></span>	P10247
<span RHS><i>Geranium</i> &times; <i>monacense</i></span>	P10248
<span RHS><i>Geranium sylvaticum</i> 'Caeruleum'</span>	P10249
<span RHS><i>Geranium sylvaticum</i> f. <i>roseum</i></span>	P10250
<span RHS><i>Geranium himalayense</i> 'Irish Blue'</span>	P10251
<span RHS><i>Geranium</i> 'Sea Spray'</span>	P10252
<span RHS><i>Geranium rubescens</i></span>	P10253
<span RHS><i>Geranium</i> 'Red Dwarf'</span>	P10254
<span RHS><i>Geranium farreri</i></span>	P10255
<span RHS><i>Geranium pratense</i> 'Wisley Blue'</span>	P10256
<span RHS><i>Geranium</i> &times; <i>oxonianum</i> 'A.T. Johnson' AGM</span>	P10257
<span RHS><i>Geranium lambertii</i> 'Swansdown'</span>	P10258
<span RHS><i>Geranium sanguineum</i> 'Droplet'</span>	P10259
<span RHS><i>Geranium macrorrhizum</i> 'Bevan's Variety'</span>	P10260
<span RHS><i>Gentiana wutaiensis</i></span>	P10261
<span RHS><i>Geranium viscosissimum</i></span>	P10262
<span RHS><i>Geranium renardii</i> 'Zetterlund'</span>	P10263
<span RHS><i>Geranium</i> 'Pagoda'</span>	P10264
<span RHS><i>Geranium</i> (Cinereum Group) 'Gillian Perrin'</span>	P10265
<span RHS><i>Geranium macrorrhizum</i> 'Variegatum' (v)</span>	P10266
<span RHS><i>Geranium</i> 'Elworthy Eyecatcher'</span>	P10267
<span RHS><i>Geranium himalayense</i> 'Irish Blue'</span>	P10268
<span RHS><i>Galanthus elwesii</i> var. <i>elwesii</i> 'Maidwell L'</span>	P10269
<span RHS><i>Glebionis coronaria</i></span>	P10270
<span RHS><i>Geranium</i> &times; <i>oxonianum</i> 'Wageningen' AGM</span>	P10271
<span RHS><i>Gentiana tibetica</i></span>	P10272
<span RHS><i>Galanthus ikariae</i> Bak.</span>	P10273
<span RHS><i>Galanthus nivalis</i> 'Virescens'</span>	P10274
<span RHS><i>Geranium sanguineum</i> 'Elsbeth'</span>	P10275
<span RHS><i>Geranium pratense</i> 'Wisley Blue'</span>	P10276
<span RHS><i>Gentiana farreri</i></span>	P10277
<span RHS><i>Geranium maculatum</i></span>	P10278
<span RHS><i>Geranium phaeum</i> var. <i>phaeum</i> 'Langthorns Blue'</span>	P10279
<span RHS><i>Galanthus elwesii</i> var. <i>elwesii</i> 'Big Boy'</span>	P10280
<span RHS><i>Gentiana angustifolia</i></span>	P10281
<span RHS><i>Gentiana wutaiensis</i></span>	P10282
<span RHS><i>Galanthus</i> 'Lavinia' (d)</span>	P10283
<span RHS><i>Geranium pratense</i> (Victor Reiter Group) [Black Beauty] = 'Nodbeauty' <sup>(PBR)</sup></span>	P10284
<span RHS><i>Galanthus</i> 'Cowhouse Green'</span>	P10285
<span RHS><i>Geranium swatense</i></span>	P10286
<span RHS><i>Iris ensata</i> 'Yezo-nishiki'</span>	P10287
<span RHS><i>Iris japonica</i> 'Bourne Graceful'</span>	P10288
<span RHS><i>Iris latifolia alba</i></span>	P10289
<span RHS><i>Iris danfordiae</i></span>	P10290
<span RHS><i>Iris</i> 'Natascha' (Reticulata)</span>	P10291
<span RHS><i>Iris pallida</i> subsp. <i>pallida</i></span>	P10292
<span RHS><i>Iris</i> 'Temper Tantrum' (Sib)</span>	P10293
<span RHS><i>Iris</i> 'Pauline' (Reticulata)</span>	P10294
<span RHS><i>Iris</i> 'Annabel Jane' (TB)</span>	P10295
<span RHS><i>Iris</i> 'Elinor Hewitt' (Sib)</span>	P10296
<span RHS><i>Iris hoogiana</i> AGM</span>	P10297
<span RHS><i>Iris</i> 'Sparkling Rose' (Sib)</span>	P10298
<span RHS><i>Iris</i> 'Kentucky Bluegrass' (SDB)</span>	P10299
<span RHS><i>Iris douglasiana</i></span>	P10300
<span RHS><i>Iris</i> 'Navy Brass' (Sib)</span>	P10301
<span RHS><i>Iris ensata</i> 'Landscape at Dawn'</span>	P10302
<span RHS><i>Iris atrofusca</i></span>	P10303
<span RHS><i>Iris iberica</i> subsp. <i>elegantissima</i></span>	P10304
<span RHS><i>Iris</i> 'Hoar Edge' (Sib)</span>	P10305
<span RHS><i>Iris japonica</i> 'Ledger'</span>	P10306
<span RHS><i>Iris</i> 'Lady Mohr' (AB)</span>	P10307
<span RHS><i>Iris ensata</i> 'Stippled Ripples'</span>	P10308
<span RHS><i>Iris</i> 'Connie A' (Sib)</span>	P10309
<span RHS><i>Iris foetidissima</i> 'Variegata' (v) AGM</span>	P10310
<span RHS><i>Iris</i> 'Papillon' (Sib)</span>	P10311
<span RHS><i>Iris</i> 'Cliffs of Dover' (TB)</span>	P10312
<span RHS><i>Iris pumila</i></span>	P10313
<span RHS><i>Iris winogradowii</i> AGM</span>	P10314
<span RHS><i>Iris</i> 'Nora Distin' (Sib)</span>	P10315
<span RHS><i>Iris</i> 'Roanoke's Choice' (Sib)</span>	P10316
<span RHS><i>Iris histrioides</i></span>	P10317
<span RHS><i>Iris xiphium</i></span>	P10318
<span RHS><i>Iris</i> 'Frans Hals' (Dut)</span>	P10319
<span RHS><i>Iris</i> 'Tuxedo' (TB)</span>	P10320
<span RHS><i>Iris graeberiana</i></span>	P10321
<span RHS><i>Iris laevigata</i> 'Snowdrift'</span>	P10322
<span RHS><i>Iris sanguinea</i> AGM</span>	P10323
<span RHS><i>Iris</i> 'Superstition' (TB) AGM</span>	P10324
<span RHS><i>Iris graminea</i> AGM</span>	P10325
<span RHS><i>Iris chrysographes</i> 'Rubella'</span>	P10326
<span RHS><i>Iris</i> 'Gudrun' (TB)</span>	P10327
<span RHS><i>Iris</i> 'Cool Spring' (Sib)</span>	P10328
<span RHS><i>Iris</i> 'Charger' (TB)</span>	P10329
<span RHS><i>Iris caucasica</i></span>	P10330
<span RHS><i>Iris forrestii</i> AGM</span>	P10331
<span RHS><i>Iris</i> 'Helen Astor' (Sib)</span>	P10332
<span RHS><i>Iris</i> 'Skyfire' (TB)</span>	P10333
<span RHS><i>Iris laevigata</i> 'Monstrosa'</span>	P10334
<span RHS><i>Iris</i> 'Bayberry Candle' (TB)</span>	P10335
<span RHS><i>Iris</i> 'Orion'</span>	P10336
<span RHS><i>Iris</i> 'Green Spot' (SDB) AGM</span>	P10337
<span RHS><i>Iris</i> 'Cantab' (Reticulata)</span>	P10338
<span RHS><i>Iris</i> 'Blue Denim' (SDB)</span>	P10339
<span RHS><i>Iris</i> 'Pirate Prince' (Sib)</span>	P10340
<span RHS><i>Iris unguicularis</i> 'Walter Butt'</span>	P10341
<span RHS><i>Iris graminea</i> var. <i>pseudocyperus</i></span>	P10342
<span RHS><i>Iris</i> 'Frank Elder' (Reticulata)</span>	P10343
<span RHS><i>Iris</i> 'Langport Sun' (IB)</span>	P10344
<span RHS><i>Iris</i> 'Leo Hewitt' (Sib)</span>	P10345
<span RHS><i>Iris</i> 'My Mary' (TB)</span>	P10346
<span RHS><i>Iris laevigata</i></span>	P10347
<span RHS><i>Iris ensata</i> 'Alba'</span>	P10348
<span RHS><i>Iris</i> 'Red Lion' (TB)</span>	P10349
<span RHS><i>Iris ensata</i> 'Moonlight Waves'</span>	P10350
<span RHS><i>Iris lazica</i> AGM</span>	P10351
<span RHS><i>Iris</i> 'Dardanus' (Rc)</span>	P10352
<span RHS><i>Iris</i> 'Little Sheba' (AB)</span>	P10353
<span RHS><i>Iris humilis</i></span>	P10354
<span RHS><i>Iris</i> 'Florentina' (IB/TB) AGM</span>	P10355
<span RHS><i>Iris laevigata</i> var. <i>alba</i></span>	P10356
<span RHS><i>Iris suaveolens</i></span>	P10357
<span RHS><i>Iris pallida</i> 'Argentea Variegata' (TB/v)</span>	P10358
<span RHS><i>Iris</i> 'Perfect Vision' (Sib) AGM</span>	P10359
<span RHS><i>Iris</i> 'Berlin Sky' (Sib)</span>	P10360
<span RHS><i>Iris barnumiae</i></span>	P10361
<span RHS><i>Iris iberica</i> subsp. <i>elegantissima</i></span>	P10362
<span RHS><i>Iris pallida</i> 'Argentea Variegata' (TB/v)</span>	P10363
<span RHS><i>Iris histrioides</i> 'Major'</span>	P10364
<span RHS><i>Iris albomarginata</i></span>	P10365
<span RHS><i>Iris aucheri</i> AGM</span>	P10366
<span RHS><i>Iris ensata</i> 'Katy Mendez' AGM</span>	P10367
<span RHS><i>Iris graminea</i> var. <i>pseudocyperus</i></span>	P10368
<span RHS><i>Iris</i> 'Banbury Melody' (CH)</span>	P10369
<span RHS><i>Kniphofia tysonii</i> subsp. <i>tysonii</i></span>	P10370
<span RHS><i>Kniphofia</i> 'Nancy's Red'</span>	P10371
<span RHS><i>Kniphofia</i> 'Fiery Fred' AGM</span>	P10372
<span RHS><i>Kniphofia</i> 'Tubergeniana'</span>	P10373
<span RHS><i>Kniphofia</i> 'Modesta'</span>	P10374
<span RHS><i>Kniphofia</i> 'Little Elf'</span>	P10375
<span RHS><i>Kniphofia</i> 'Samuel's Sensation' Samuel AGM</span>	P10376
<span RHS><i>Kniphofia triangularis</i> subsp. <i>triangularis</i></span>	P10377
<span RHS><i>Kniphofia</i> 'Mermaiden'</span>	P10378
<span RHS><i>Kniphofia</i> 'Innocence' AGM</span>	P10379
<span RHS><i>Kniphofia thomsonii</i> var. <i>snowdenii</i> ambig.</span>	P10380
<span RHS><i>Kniphofia</i> 'Shining Sceptre' Bloom</span>	P10381
<span RHS><i>Kniphofia</i> 'Jane Henry'</span>	P10382
<span RHS><i>Kniphofia</i> 'Erecta'</span>	P10383
<span RHS><i>Kniphofia</i> 'Lord Roberts'</span>	P10384
<span RHS><i>Kniphofia</i> 'Apricot Souffle'</span>	P10385
<span RHS><i>Kniphofia</i> 'Earliest of All'</span>	P10386
<span RHS><i>Kniphofia</i> 'Corallina'</span>	P10387
<span RHS><i>Kniphofia</i> 'Mermaiden'</span>	P10388
<span RHS><i>Kniphofia</i> 'Forncett Harvest'</span>	P10389
<span RHS><i>Kniphofia</i> 'Old Court Seedling'</span>	P10390
<span RHS><i>Kniphofia</i> 'Gilt Bronze'</span>	P10391
<span RHS><i>Kniphofia sarmentosa</i></span>	P10392
<span RHS><i>Kniphofia</i> 'Incandesce' AGM</span>	P10393
<span RHS><i>Kniphofia</i> 'Brimstone' Bloom AGM</span>	P10394
<span RHS><i>Kniphofia</i> 'Green Jade'</span>	P10395
<span RHS><i>Kniphofia</i> 'Modesta'</span>	P10396
<span RHS><i>Kniphofia</i> 'Sunningdale Yellow' AGM</span>	P10397
<span RHS><i>Kniphofia</i> 'Timothy' AGM</span>	P10398
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'H. Seibert'</span>	P10399
<span RHS><i>Lilium speciosum</i> (IXb-c/d)</span>	P10400
<span RHS><i>Lobelia</i> 'Lipstick'</span>	P10401
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Highland White Dream' <sup>(PBR)</sup></span>	P10402
<span RHS><i>Lilium brownii</i> (IXb-c/a)</span>	P10403
<span RHS><i>Lobelia laxiflora</i> var. <i>angustifolia</i></span>	P10404
<span RHS><i>Lilium primulinum</i> var. <i>burmanicum</i> (IXc/a)</span>	P10405
<span RHS><i>Lobelia sessilifolia</i></span>	P10406
<span RHS><i>Lilium</i> 'Bonfire' (VIIb/b)</span>	P10407
<span RHS><i>Lilium</i> 'Rodeo' (VIII)</span>	P10408
<span RHS><i>Lobelia</i> &times; <i>speciosa</i> 'Fan Tiefrot' (Fan Series) AGM</span>	P10409
<span RHS><i>Lilium tsingtauense</i> (IXa/c)</span>	P10410
<span RHS><i>Lilium pomponium</i> (IXc/d)</span>	P10411
<span RHS><i>Lilium</i> 'Dreamland' (Ia/b)</span>	P10412
<span RHS><i>Lilium</i> 'Connecticut King' (Ia/b)</span>	P10413
<span RHS><i>Lilium brownii</i> (IXb-c/a)</span>	P10414
<span RHS><i>Lilium pyrenaicum</i> subsp. <i>carniolicum</i> (IXc/d)</span>	P10415
<span RHS><i>Lilium bulbiferum</i> (IXa/b)</span>	P10416
<span RHS><i>Lilium regale</i> 'Royal Gold' (IXb/a)</span>	P10417
<span RHS><i>Lobelia</i> &times; <i>speciosa</i> 'Will Scarlet'</span>	P10418
<span RHS><i>Lobelia</i> &times; <i>speciosa</i> 'Dark Crusader'</span>	P10419
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Bishopstone'</span>	P10420
<span RHS><i>Lathyrus chloranthus</i></span>	P10421
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'T.E. Killin' (d) AGM</span>	P10422
<span RHS><i>Lilium nanum</i> (IXc/b)</span>	P10423
<span RHS><i>Lathyrus nervosus</i></span>	P10424
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Snowdrift'</span>	P10425
<span RHS><i>Lobelia</i> &times; <i>speciosa</i> 'Kompliment Scharlach' (Kompliment Series) AGM</span>	P10426
<span RHS><i>Lilium davidii</i> (IXc/d)</span>	P10427
<span RHS><i>Lobelia</i> &times; <i>speciosa</i> 'Fan Zinnoberrosa' (Fan Series) AGM</span>	P10428
<span RHS><i>Lilium bulbiferum</i> var. <i>croceum</i> (IXa/b)</span>	P10429
<span RHS><i>Lilium</i> 'King Pete' (Ib/b-c)</span>	P10430
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Droitwich Beauty'</span>	P10431
<span RHS><i>Lathyrus latifolius</i> 'Rosa Perle' AGM</span>	P10432
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Phyllis Smith'</span>	P10433
<span RHS><i>Lobelia cardinalis</i> L. 'Russian Princess' misapplied</span>	P10434
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Duchess of Abercorn'</span>	P10435
<span RHS><i>Lilium</i> &times; <i>parkmanii</i> 'Journey's End' (VIIb/c)</span>	P10436
<span RHS><i>Lilium</i> &times; <i>testaceum</i> (IIIc/d)</span>	P10437
<span RHS><i>Lobelia</i> &times; <i>speciosa</i> 'Fan Zinnoberrosa' (Fan Series) AGM</span>	P10438
<span RHS><i>Lilium</i> Oriental hybrids (VII)</span>	P10439
<span RHS><i>Lilium oxypetalum</i> (IXb-c/b)</span>	P10440
<span RHS><i>Lilium</i> 'Monte Negro' (Ia/b)</span>	P10441
<span RHS><i>Lilium auratum</i> var. <i>platyphyllum</i> (IXb/c)</span>	P10442
<span RHS><i>Lathyrus latifolius</i> 'Rosa Perle' AGM</span>	P10443
<span RHS><i>Leucanthemum</i> &times; <i>superbum</i> 'Gruppenstolz'</span>	P10444
<span RHS><i>Lobelia cardinalis</i> 'Eulalia Berridge'</span>	P10445
<span RHS><i>Miscanthus sinensis</i> 'Rotsilber'</span>	P10446
<span RHS><i>Miscanthus</i> 'Purpurascens'</span>	P10447
<span RHS><i>Miscanthus yakushimensis</i></span>	P10448
<span RHS><i>Miscanthus sinensis</i> 'Strictus' (v) AGM</span>	P10449
<span RHS><i>Miscanthus sinensis</i> 'Variegatus' (v)</span>	P10450
<span RHS><i>Meconopsis regia</i> misapplied</span>	P10451
<span RHS><i>Magnolia</i> &times; <i>soulangeana</i> 'Lennei'</span>	P10452
<span RHS><i>Miscanthus sinensis</i> var. <i>condensatus</i> 'Cosmopolitan' (v) AGM</span>	P10453
<span RHS><i>Miscanthus sinensis</i> 'Gracillimus'</span>	P10454
<span RHS><i>Miscanthus sinensis</i> var. <i>condensatus</i> 'Cabaret' (v)</span> && <span RHS><i>Miscanthus sinensis</i> 'Morning Light' (v) AGM</span>	P10455
<span RHS><i>Meconopsis regia</i> misapplied</span>	P10456
<span RHS><i>Miscanthus sinensis</i> 'Undine' AGM</span>	P10457
<span RHS><i>Miscanthus yakushimensis</i></span>	P10458
<span RHS><i>Meconopsis</i> (Infertile Blue Group) 'Crewdson Hybrid'</span>	P10459
<span RHS><i>Miscanthus oligostachyus</i> 'Nanus Variegatus' (v)</span>	P10460
<span RHS><i>Magnolia grandiflora</i></span>	P10461
<span RHS><i>Magnolia globosa</i></span>	P10462
<span RHS><i>Miscanthus floridulus</i> misapplied</span>	P10463
<span RHS><i>Miscanthus</i> 'Purpurascens'</span>	P10464
<span RHS><i>Magnolia campbellii</i> (Raffillii Group) 'Charles Raffill'</span>	P10465
<span RHS><i>Miscanthus sinensis</i> 'Kaskade' AGM</span>	P10466
<span RHS><i>Magnolia campbellii</i> subsp. <i>mollicomata</i></span>	P10467
<span RHS><i>Magnolia campbellii</i> Alba Group</span>	P10468
<span RHS><i>Miscanthus sinensis</i> 'Ghana' AGM</span>	P10469
<span RHS><i>Magnolia delavayi</i></span>	P10470
<span RHS><i>Magnolia grandiflora</i> 'Exmouth'</span>	P10471
<span RHS><i>Miscanthus sinensis</i> 'Rotsilber'</span>	P10472
<span RHS><i>Meconopsis pseudointegrifolia</i></span>	P10473
<span RHS><i>Miscanthus sinensis</i> 'Kleine Silberspinne' AGM</span>	P10474
<span RHS><i>Meconopsis pseudointegrifolia</i></span>	P10475
<span RHS><i>Magnolia denudata</i> AGM</span>	P10476
<span RHS><i>Narcissus bulbocodium</i> subsp. <i>bulbocodium</i> var. <i>citrinus</i> (13)</span>	P10477
<span RHS><i>Narcissus fernandesii</i> (13)</span>	P10478
<span RHS><i>Narcissus</i> 'Gipsy Queen' (1)</span>	P10479
<span RHS><i>Narcissus</i> 'Rip van Winkle' (4)</span>	P10480
<span RHS><i>Narcissus triandrus</i> (13)</span>	P10481
<span RHS><i>Narcissus</i> 'Trevithian' (7)</span>	P10482
<span RHS><i>Narcissus</i> 'Segovia' (3) AGM</span>	P10483
<span RHS><i>Narcissus</i> 'Bantam' (2) AGM</span>	P10484
<span RHS><i>Narcissus bulbocodium</i> subsp. <i>obesus</i> (13)</span>	P10485
<span RHS><i>Narcissus nanus</i> 'Midget' (1)</span>	P10486
<span RHS><i>Osteospermum</i> 'Lady Leitrim' AGM</span>	P10487
<span RHS><i>Osteospermum</i> 'Penny Pink'</span>	P10488
<span RHS><i>Oenothera acaulis</i></span>	P10489
<span RHS><i>Oenothera macrocarpa</i> 'Greencourt Lemon'</span>	P10490
<span RHS><i>Osteospermum ecklonis</i> var. <i>prostratum</i></span>	P10491
<span RHS><i>Oenothera fruticosa</i> subsp. <i>glauca</i> 'Sonnenwende'</span>	P10492
<span RHS><i>Osteospermum ecklonis</i></span>	P10493
<span RHS><i>Oenothera speciosa</i> 'Pink Petticoats'</span>	P10494
<span RHS><i>Origanum</i> 'Barbara Tingey'</span>	P10495
